store_id,store_name,store_address,telephone_number,fax_number,email,url,customer_delivery_time,store_location,created_at
OR-3924,แม่นิภา บ้านพรหมลิขิต,,0847854460,,,https://maps.app.goo.gl/JAzXZ4pGAbwiKQQt9,13:42:04,"17.082075, 103.287449",6/15/2025 13:42:04
OR-3618,บีบีคอฟฟี่ บ.นาฝาย,,0832865146,,,https://maps.app.goo.gl/2A5VatypuAQjSn9k7?g_st=ac,13:58:09,"17.087751, 102.853986",6/15/2025 13:58:09
OR-5474,แบมการค้า บ้านหนองนกเขียน,,0623093263,,,https://maps.app.goo.gl/8Y1NqPGWn1dApU3b6,16:44:50,"17.007553, 103.289373",6/15/2025 16:44:50
OR-4663,ร้านยูโร  บ้านหัวหนองยาง,,0819657967,,,https://maps.app.goo.gl/YbFGGqF4MydYHZXF7,13:23:15,"17.262702, 103.181461",6/16/2025 13:23:15
OR-9235,แม่โฮม บ้านบุ่งแก้ว,,0909115570,,,https://maps.app.goo.gl/y5Zq1gmPzUDeLNC59,13:35:00,"16.970568, 102.950601",6/17/2025 13:35:00
OR-5216,แม่ละมุน บ้านม่วงศรีสมพร,ตำบล โพธิ์ศรีสำราญ อำเภอโนนสะอาด อุดรธานี 41240,0828452884,,, https://maps.app.goo.gl/zLJkHeACdZzPe6xDA,15:51:48,"16.982424, 102.851909",6/17/2025 15:51:48
OR-6684,ร้านค้าชุมชนบ้านดูนเลา,,0645836562,,,https://maps.app.goo.gl/tWfMJfPCpP5wivacA,11:20:54,"17.099580, 103.203500",6/18/2025 11:20:54
OR-6890,แม่นวล บ้านวังแข้,,0981379529,,,https://maps.app.goo.gl/qBpgr1xpYJrArftp7,12:18:31,"17.128517, 103.231370",6/18/2025 12:18:31
OR-7467,ร้านค้าชุมชนบ้านวังแข้,,0958175266,,,https://maps.app.goo.gl/2ePk8DNfpEkTHLqv6,12:32:19,"17.127552, 103.230390",6/18/2025 12:32:19
OR-4245,ยายต่วน โนนสมบูรณ์ไชยวาน,,0649180295,,,https://maps.app.goo.gl/fNq6efNuiJyg7s1L7,13:48:31,"17.159173, 103.267295",6/18/2025 13:48:31
OR-4646,แม่จ้า บ้านป่าก้าว,,0872348251,,,https://maps.app.goo.gl/yERmMWPsWk8aJ7Lo9,15:26:45,"17.161282, 103.242774",6/18/2025 15:26:45
OR-9996,แม่หวาน บ้านปาก้าว,,0924900436,,,"(17.1611878, 103.2395966)",11:06:50,"17.161241, 103.239598",6/19/2025 11:06:50
OR-8745,แม่จ่อย บ้านคำม่วง,,0935657203,,,https://maps.app.goo.gl/pCQwGfBBTTnxKUHJ7,11:38:14,"17.188931, 103.258984",6/19/2025 11:38:14
OR-2141,พูนทรัพย์พานิช,,0923173085,,,https://maps.app.goo.gl/iA7DRGBdsEAJ4tDT7,12:50:16,"17.300490, 103.196701",6/19/2025 12:50:16
OR-8162,ศิระการค้า,,0924368418,,,https://maps.app.goo.gl/EAT4WA7gK4Rh84iG7,13:18:07,"17.301977, 103.195081",6/19/2025 13:18:07
OR-1524,เจริญยนต์พาณิช,,0801858045,,,https://maps.app.goo.gl/hf69H8zBRAQ4TP2f6,15:28:52,"17.181849, 103.177164",6/19/2025 15:28:52
OR-1506,สหการหมู่14บ้านม่วง,,0887476781,,,https://maps.app.goo.gl/P6mhtFaKtmAU1EFu5,16:32:59,"17.205220, 103.109682",6/19/2025 16:32:59
OR-2289,ร้านบิ๊กตาม บ้านม่วง,,0982211342,,,https://maps.app.goo.gl/q744feefGAjEwZV68,16:44:54,"17.204263, 103.107299",6/19/2025 16:44:54
OR-4115,นลินการค้า บ้านม่วง,,0629960025,,,https://maps.app.goo.gl/KpeQNqqm5xRd4LiB8,17:01:54,"17.204453, 103.106574",6/19/2025 17:01:54
OR-5632,แม่สมจิต บ้านม่วง,,0930988387,,,https://maps.app.goo.gl/S53ZvfvSgXdLHXiCA,17:25:36,"17.204564, 103.105438",6/19/2025 17:25:36
OR-2200,แม่นาง บ้านคอนสาย,,0621246517,,,https://maps.app.goo.gl/kii7CcykZpsbBfEJ8,17:42:19,"17.207416, 103.098270",6/19/2025 17:42:19
OR-99997,น.ส. รำไพร ฤทธิมาน [ แม่ไพร ],53 หมู่ที่ 7    ตำบลแชแล อำเภอกุมภวาปี จังหวัดอุดรธานี,0804198535,,,https://maps.app.goo.gl/iko5dSSXXEM4ugzD6,15:42:48,"17.158139, 103.061889",6/20/2025 15:42:48
OR-1820,ลำภูพาณิชย์ บ้านโคกศรีสำราญ,,0924498068,,,https://maps.app.goo.gl/sLrhJMuoS4pDQg1d8,10:21:58,"17.250472, 102.825927",6/21/2025 10:21:58
OR-6643,พ่อกอง บ้านมอดินแดง,,0621482550,,,https://maps.app.goo.gl/82kgyqhznqmsN82p7,11:16:06,"17.221101, 102.778746",6/21/2025 11:16:06
OR-9487,แม่เสาร์ บ้านนาดีหมู่10,,0637180080,,,https://maps.app.goo.gl/ehGLbjWHsZXif9rb9,16:06:59,"17.069843, 102.853616",6/21/2025 16:06:59
OR-99998,ร้าน นพเก้าพาณิชย์ (ตลาดล่าง),127-128 ม.7 ต.กุมภวาปี อ.กุมภวาปี จ.อดรธานี 41110,0901558711,,,https://maps.app.goo.gl/kGsjeFVfW5Gruxji7,17:24:08,"17.110084, 103.019494",6/21/2025 17:24:08
OR-100000,ร้านทรัพย์ทวี,94ม.3ต.ปะโคอ.กุมภวาปี,0833410769,,,https://maps.app.goo.gl/qMfb8URinKjvXBHV8,15:49:21,"17.062861, 102.902801",6/22/2025 15:49:21
JK-00098,ศูนย์ส่งเสริมอุตสาหกรรมอ้อยและน้ำตาลทรายภาคที่ 4,126 ม.3 บ้านเหมือนแอ่ ต.ปะโค อ.กุมภวาปี จ.อุดรธานี  (ก่อนถึงเทศบาล ตำบลปะโค 1 กม.),0854640051,,,https://maps.app.goo.gl/vPBEP3GhzWVfkTpi6,9:31:03,"17.058150, 102.916414",6/23/2025 9:31:03
OR-2217,แม่รฐา หนองบง,,0972348536,,,https://maps.app.goo.gl/sH4jVz1DWrd4XeM67,14:52:52,"17.171460, 103.128451",6/24/2025 14:52:52
OR-4760,ชมพูน้ำดื่ม นาแบกหมู่17,,0818735091,,,https://maps.app.goo.gl/1Y9TgVuKBhEJoaUp9,9:51:22,"17.105225, 103.031916",6/25/2025 9:51:22
OR-3549,สหการชุมชนบ้านขาวัว,,0963756093,,,"(17.2541173, 103.1086421)",12:13:30,"17.254034, 103.108763",6/25/2025 12:13:30
OR-7331,แม่ทองอวน บ้านเชียงกรม,,0611295065,,,https://maps.app.goo.gl/n7EHwbyQ99qD3GaN7,15:39:48,"17.285522, 102.960807",6/25/2025 15:39:48
OR-9196,โซโม่ฮาดแวร์ บ้านหนองลุมพุก,,0623593749,,,https://maps.app.goo.gl/ZWQdbbbDCzh2unwH9,10:57:51,"17.279318, 102.981635",6/26/2025 10:57:51
OR-4823,แม่ระเบียบ บ้านหนองกอบง,,0636233017,,,"(17.3288693, 102.9867166)",12:20:44,"17.328908, 102.986757",6/26/2025 12:20:44
OR-8200,ร้านบุญยัง บ้านลานเต,รับเองเท่านั้น/ห้ามจัดส่ง,0844651909,,,https://maps.app.goo.gl/egu5HL6QZTot3Azb8,16:13:41,"17.255301, 103.043513",6/26/2025 16:13:41
OR-2807,บัวจันทร์ บ้านลานเต,,0990151576,,,"(17.2544513, 103.0441494)",16:36:56,"17.254385, 103.044212",6/26/2025 16:36:56
OR-8804,ธีระพงษ์พาณิชย์ บ.เพ็กคำบากหายโศก,,0935070110,,,https://g.co/kgs/rE1wACS,8:31:50,"17.297851, 103.044191",6/27/2025 8:31:50
OR-5349,น้องออร่า บ้านหนองเม็กน้อย,49หมู่4 บ.หนองเม็กน้อย,0985867560,,,https://maps.app.goo.gl/Gnhh8JaKhGfTZb1NA,8:47:54,"17.264930, 103.047812",6/27/2025 8:47:54
OR-99987,ยายจันทร์ทรี,95 ม.11 บ.ดงแคน ต.พันดอน อ.กุมภวาปี จ.อุดรธานี (เข้าซอย 14 เข้าซอยเล็ก แล้วเลี้ยวซ้าย สุดซอย ประตูเขียว,0805688666,,,https://maps.app.goo.gl/pdk6SVm38djqBLXs5,17:51:34,"17.112400, 102.949991",6/27/2025 17:51:34
OR-01794,ร้านสุภาพร,51 ม.16 บ.สงเปลือย ต.เสอเพลอ อ.กุมภวาปี,0963713557,,,https://maps.app.goo.gl/hRFxyPbXhLjHTENq5,14:47:40,"17.180443, 102.903388",6/28/2025 14:47:40
OR-6199,พรทิพย์ บ้านเรืองชัย,,0934123987,,,https://maps.app.goo.gl/ex249rZ5tmYRnVQH8,13:27:21,"17.283744, 103.088180",6/29/2025 13:27:21
JK-00102,รพ.สต.บ้านโพนทอง,120 หมู่ 6 ต.อุ่มจาน อ.ประจักษ์ศิลปาคม จ.อุดรธานี,,,,https://maps.app.goo.gl/s1naAy1uvaqq4rop6,13:34:44,"17.237387, 103.067787",6/29/2025 13:34:44
OR-1714,เจ้ณี บุ่งหมากลาน,,0611059707,,,https://maps.app.goo.gl/Zry2QvPiUAjP3Ms3A,10:09:54,"17.070077, 102.886013",6/30/2025 10:09:54
4A2FB03F-036D-4CD1-9536-560AC358236A,โดนัท,,0829896874,,,"https://www.google.com/maps/place/17%C2%B006'49.0%22N+103%C2%B000'41.1%22E/@17.1137002,103.0106672,20z/data=!4m4!3m3!8m2!3d17.1136054!4d103.0114177?entry=ttu&g_ep=EgoyMDI1MDYyMy4yIKXMDSoASAFQAw%3D%3D",12:04:55,"17.113604, 103.011412",6/30/2025 12:04:55
OR-6358,ร้านบุญช่วย กุมภวาปี(ข้างร้านอาหารตามสั่ง),,0830202370,,,https://maps.app.goo.gl/C23ZyBZro5tbh5h49,12:45:26,"17.103815, 103.010543",7/1/2025 12:45:26
JK-00104,พรสวรรค์(วิทรูการค้า),ร้านประพันธ์ค้าแก๊ส 245 หมู่ 1 ต.โพธิ์ศรีสำราญ อ.โนนสะอาด จ.อุดรธานี 41240,0610293048,0610293048,,https://maps.app.goo.gl/ofviwrnF6TuLQF5u8,10:22:00,"16.949552, 103.024110",7/2/2025 10:22:00
OR-4128,วันเพ็ญ บ้านสะอดานามูล,,0913676905,,,https://maps.app.goo.gl/J9oGwEczFqpeHQdDA,10:13:50,"17.231377, 102.934486",7/4/2025 10:13:50
OR-8978,น้องแทนคุณ บ้านผักตบ,,0934192636,,,https://maps.app.goo.gl/ofiASbFGh8pbGrds9,14:35:09,"17.316586, 103.024452",7/4/2025 14:35:09
OR-8073,โบว์พาณิชย์ บ้านดงบาก,,0899379246,,,https://maps.app.goo.gl/yhHXbjrbAvHx1C5A6,15:54:08,"17.319388, 103.050241",7/4/2025 15:54:08
OR-7519,ร้านโชคชัย บ้านคอนสาย,,0833618153,,,https://maps.app.goo.gl/yehRqQenZaXfsMX49,11:19:47,"17.203290, 103.098721",7/6/2025 11:19:47
JK-00105,ร้าน เฟื้องฟ้า,,0957045094,,,https://maps.app.goo.gl/kFvaFvavqJay43EG6,14:57:23,"17.011829, 102.839775",7/6/2025 14:57:23
OR-9926,แม่ตุ๋ม บ้านหนองไผ่,,0962247239,,,https://maps.app.goo.gl/N7tHsQcWLEkxRpfe7,15:04:46,"17.319273, 103.084062",7/6/2025 15:04:46
OR-1414,ฐิติรัตน์ บ้านหนองไผ่(ร้านมั่งมี),,0895057278,,,http://www.17.319751,15:29:31,"17.319717, 103.086311",7/6/2025 15:29:31
OR-5155,นอ มินิมาร์ท,,0935179553,,,"(17.2845023, 103.0532518)",13:20:52,"17.284498, 103.053284",7/7/2025 13:20:52
OR-7683,เถ้าแก่เนส บ้านผักตบ,ตำบล ผักตบ อำเภอหนองหาน อุดรธานี 41130,0654572595,,,https://maps.app.goo.gl/TmzXS1fXxDsCRkMo8,14:20:16,"17.317432, 103.024118",7/7/2025 14:20:16
JK-00097,ร้านค้าโรงเรียนบ้านดอนเงิน,หมู่ที่ 10 บ.ดอนเงิน ตำบลพันดอน อำเภอกุมภวาปี จังหวัดอุดรธานี,0957193874,,,https://maps.app.goo.gl/txRwnbYpKg5trfGD9,17:18:38,"17.140118, 103.036250",7/7/2025 17:18:38
OR-01851,ร้าน ธ.เจริญพานิช,81 หมู่ 5 ตำบลจำปี อำเภอศรีธาตุจังหวัดอุดรธานี,0626740498,,,https://maps.app.goo.gl/dNUZYucQD5ixvQvs8,11:18:39,"16.986485, 103.170223",7/8/2025 11:18:39
OR-6651,ทรัพย์อุดม บ้านม่วงหวาน,,0818717683,,,https://maps.app.goo.gl/MZv24TLHThiL9yFfA,11:37:36,"17.021192, 102.930815",7/8/2025 11:37:36
OR-4596,แม่ไหม บ้านโนนทิง,,0992527914,,,https://maps.app.goo.gl/ZwWfZRudjWzuqVrU6,13:07:32,"16.996479, 103.014786",7/8/2025 13:07:32
OR-2672,ประกาศิต บ้านกุดขนวน,,0982273874,,,https://maps.app.goo.gl/VDPKiKpAMAGGmb3J6,13:52:52,"16.985479, 103.006087",7/8/2025 13:52:52
OR-1200,แม่ยศ บ้านทมนางาม,,0987313390,,,https://maps.app.goo.gl/yHitCVFBtn33URuu6,17:23:46,"16.892127, 102.941017",7/8/2025 17:23:46
OR-9760,ทองเจน บ้านตาดทอง,100หมู่2 บ.ตาดทอง อ.ศรีธาตุ,0899424158,,,https://maps.app.goo.gl/mMnYakoKMWWeQprs5,9:49:48,"17.050254, 103.140501",7/9/2025 9:49:48
OR-5444,จิระ มินิมาร์ท บ้านคำเมย,,0812961090,,,https://maps.app.goo.gl/adjdxRBsZBhV3fVA8,12:21:56,"17.082802, 103.288593",7/9/2025 12:21:56
OR-3729,ร้านน้องนิวเยียร์ บ้านราชสมบูรณ์,,0930192184,,,https://maps.app.goo.gl/tLfhumq5LvEzubfF6,14:22:54,"16.922674, 103.063074",7/10/2025 14:22:54
OR-3220,แก้มกัน บ้านพังซ่อน,,0865309417,,,https://maps.app.goo.gl/UHPERHG4seRQU88E8,16:46:52,"17.253747, 103.093803",7/11/2025 16:46:52
OR-3070,ร้านแม่ บ้านผือ,,0626076399,,,https://maps.app.goo.gl/opHdwUneJ5v5dQfS9,9:47:28,"17.131208, 102.915566",7/13/2025 9:47:28
OR-7890,แม่หอม บ้านท่ายม,,0990165515,,,https://maps.app.goo.gl/4zQfMhmWmoWj5N7v6,13:19:10,"17.139434, 102.786282",7/13/2025 13:19:10
JK-00111,ร้าน หญิงการค้า,181 หมู่ 6 บ้านยางหล่อ ต.แชแล อ.กุมภวาปี จ.อุดรธานี,0822413605,,,https://maps.app.goo.gl/zvmf8KYToSuxYYU47,19:03:52,"17.148487, 103.039313",7/14/2025 19:03:52
JK-00110,ร้าน แม่ตุ่ม ห้วยเกิ้ง,,0653570155,,,https://maps.app.goo.gl/dCtY7ck6YkJjgMxP6,17:21:10,"17.044734, 102.929287",7/15/2025 17:21:10
JK-00112,สีบัวไล,เลขที่ 35/7 ต.ผาสุก อ.กุมภวาปี จ.อุดรธานี 41370,0924078694,,,https://maps.app.goo.gl/pDC7DG53X5Y9y41R8,11:52:46,"17.192605, 102.943542",7/19/2025 11:52:46
JK-00113,ร้าน. P.top หินฮาว,240 ม.6. ต.เวียงคำ อ.กุมภวาปี จ.อุดรธานี 41110,,,,https://maps.app.goo.gl/o7vXsR8K8yEwfaxy7,19:38:57,"17.105279, 103.077912",7/19/2025 19:38:57
OR-01589,ร้าน มั่งมีสุขสันต์,78 หมู่ที่ 6 บ้านนาทัน ต.ท่าลี่ อ.กุมภวาปี จ.อุดรธานี 41370,0959384526,,,https://maps.app.goo.gl/KqE9tschzyfmq5hR7,17:57:15,"16.930219, 103.088974",7/22/2025 17:57:15
JK-00115,เจ้เก๋ แสงสว่าง,78 53/7บ้านแสงสว่าง ต.แสงสว่าง อ.หนองแสง จ.อุดรธานี 41340,0828730769,,,https://maps.app.goo.gl/ct4fESyeuMBkmvMU9,14:57:43,"17.121418, 102.819029",7/27/2025 14:57:43
JK-00116,ร้านเจ้าขา,54 ม.5 ต.ปะโค อ.กุมภวาปี จ้า.อุดรธานี,0802184815,,,https://maps.app.goo.gl/3DwCeCupBzW9NcEXA,8:34:35,"17.064841, 102.896597",7/30/2025 8:34:35
JK-00106,วิเวียน,229/6 ต.เวียงคำ อ.กุมภวาปี จ.อุดรธานี,0996594871,,,https://maps.app.goo.gl/9ZLTCb8mrHjrTGAW9,13:11:21,"17.105020, 103.076535",8/4/2025 13:11:21
OR-01831,น.ส. วันเพ็ง แพงวาปี [ ร้านยายเพ็ง ],,,,,https://maps.app.goo.gl/F2RsPZUUga1fbbNc9,20:14:12,"16.975245, 103.197422",8/7/2025 20:14:12
OR-01615,น้องน้ำพั้นซ์ มินิมาร์ท,203 หมู่11 ต.กุมภวาปี อ.กุมภวาปี จ.อุดรธานี 41110,0909691315,,,https://maps.app.goo.gl/jWTsdgr4ZN1xijE38,15:29:58,"17.098170, 103.028665",8/11/2025 15:29:58
JK-00119,โรงเรียนบ้านสามเหลี่ยม,198 ม.4 บ.สามเหลี่ยม ต.ทับกุง อ.หนองแสง จ.อุดรธานี,0649391199,,,https://maps.app.goo.gl/BUt52JFEA1vmg2Dr9,16:27:19,"17.145983, 102.850046",8/13/2025 16:27:19
JK-00130,ผันปังปิ้ง,188/4 ต.ปะโค อ.กุมภวาปี จ.อุดรธานี,0835346826,,,https://maps.app.goo.gl/o5oMhQXqTBqU9eeh9,13:09:10,"17.068994, 102.886304",9/1/2025 13:09:10
JK-00133,พาขวัญพาณิชย์ 3,333 หมู่ 1 ต.ทับกุง อ.หนองแสง จ.อุดรธานี,0871779065,,,https://maps.app.goo.gl/DkuSFfb7nE8pthVr7,16:51:19,"17.176551, 102.771684",9/8/2025 16:51:19
OR-01726,จ.เจริญพาณิชย์,11หมู่5บ้านท่ายม ต.แสงสว่าง อ.หนองแสง จ.อุดรธานี,0903376691,,,https://maps.app.goo.gl/sKsqM8dyfcUdVxaZ8,17:01:34,"17.138021, 102.786708",9/14/2025 17:01:34
JK-00144,หจก.อ.เจริญการไฟฟ้า,190 ม.9 บ้านเลิงถ่อน ต.หนองหญ้าไซ อ.วังสามหมอ จ.อุดรธานี,0951689396,,,https://maps.app.goo.gl/ChuNUjBvXcsTBj8j6,17:17:22,"16.962393, 103.334040",9/20/2025 17:17:22
JK-00148,ยักษ์เขียว,245/3 ตูมใต้,,,,https://maps.app.goo.gl/quKBXQYKaVCxYQgXA,16:04:27,"17.118950, 102.986684",9/25/2025 16:04:27
JK-00149,ร้านซอนไก่สด,ต.พันดอน อ.กุมภวาปี จ.อุดรธานี,0924145887,,,https://maps.app.goo.gl/hPDtsXYqwieUgVci6,8:11:20,"17.130801, 102.948236",9/26/2025 8:11:20
JK-00152,ร้านสมบัติ,40 หมู่ที่ 10    ตำบลเสอเพลอ อำเภอกุมภวาปี จังหวัดอุดรธานี,0880560229,,,https://maps.app.goo.gl/X6YivJtkxpw8m7BeA,15:48:22,"17.215192, 102.865200",9/27/2025 15:48:22
JK-00157,วัดป่าเหวไฮ,หัวนาคำ อำเภอศรีธาตุ อุดรธานี,,,,https://maps.app.goo.gl/U8s8qxNdg4np42t6A,15:26:11,"17.113480, 103.356637",10/2/2025 15:26:11
JK-00158,วัดป่าโนนม่วง-โคกใหญ่,ต.ศรีธาตุ อ.ศรีธาตุ จ.อุดรธานี,,,,https://maps.app.goo.gl/6k8bZo4dWsQdhctg9,15:27:14,"17.061943, 103.198141",10/2/2025 15:27:14
JK-00159,ปิยะรัตน์ ปิระกัง [ บ้านงาน เติ้ล ] (บ้านทนายความ ),หนองแสง อำเภอหนองแสง จังหวัดอุดรธานี,0648921406,,,https://maps.app.goo.gl/F5W8fxyYCpWB2SJL8,10:33:23,"17.142330, 102.849490",10/3/2025 10:33:23
JK-00153,ส.สุราการค้า,,0830807303,0830807303,,"https://www.google.com/maps/place/17%C2%B008'40.9%22N+102%C2%B055'57.6%22E/@17.1447013,102.9326781,65m/data=!3m1!1e3!4m4!3m3!8m2!3d17.1446944!4d102.9326667?entry=ttu&g_ep=EgoyMDI1MTAwMS4wIKXMDSoASAFQAw%3D%3D",19:37:00,"17.144705, 102.932667",10/4/2025 19:37:00
JK-00136,ร้านบอลลูน,,0821368499,0821368499,,"https://www.google.com/maps/place/17%C2%B006'32.7%22N+102%C2%B046'29.2%22E/@17.1091123,102.7746593,1039m/data=!3m1!1e3!4m4!3m3!8m2!3d17.109069!4d102.774775?entry=ttu&g_ep=EgoyMDI1MTAwMS4wIKXMDSoASAFQAw%3D%3D",20:31:24,"17.109199, 102.774670",10/4/2025 20:31:24
JK-00161,ร้านก๋วยเตี๋ยวแม่ติ๋ม,18 หมู่ที่ 8    ตำบลผาสุก อำเภอกุมภวาปี จังหวัดอุดรธานี,0989430481,,,https://maps.app.goo.gl/BB2mb9KQ8GDLnFo4A,14:48:06,"17.165150, 102.961006",10/6/2025 14:48:06
JK-00163,แม่ประนอม,บ้านโปร่ง อำเภอศรีธาตุ จังหวัดอุกรธานี,0902428691,,,https://maps.app.goo.gl/19BNuLoGXQy8QR1w6,17:14:44,"17.016695, 103.130759",10/7/2025 17:14:44
JK-00167,TN ปิโตรเลียม,บ้านเลขที่ 176 หมู่2 บ้านนาฝาย ตำบลนาดี อำเภอหนองแสง จังหวัดอุดรธานี 41340,0935595331,,,https://maps.app.goo.gl/fYdG51cRhpBtKyh39,13:27:15,"17.078039, 102.863809",10/11/2025 13:27:15
OR-01613,นิคมการค้า,230 หมู่ 9 ต.วังสามหมอ อ.วังสามหมอ จ.อุดรธานี 41280,064-0686864,,,https://maps.app.goo.gl/yATn52YcbLxk3tL27,9:18:49,"16.956332, 103.434894",10/14/2025 9:18:49
JK-00169,ร้าน เพชร บ้านบะยาว,300 ม.8 บ.บะยาว ต.บุ่งแก้ว อ.โนนสะอาด จ.อุดรธานี,0843241083,,,https://maps.app.goo.gl/CE1qBWkYq7mxUKzE6,15:11:37,"16.947317, 103.019295",10/16/2025 15:11:37
JK-00170,แม่อุทัย,เวียงคำ อำเภอกุมภวาปี จังหวัดอุดรธานี,0842902592,,,https://maps.app.goo.gl/5xGTGDEmLxFmutiLA,16:21:09,"17.098440, 103.131968",10/16/2025 16:21:09
JK-00172,คุณหนึ่งฤทัย,ต.พันดอน อ.กุมภวาปี จ.อุดรธานี,089-9443676,,,https://maps.app.goo.gl/LMBSZx4Yo7Ujk5f5A,9:48:58,"17.133500, 102.968217",10/18/2025 9:48:58
OR-01637,ยุรี นกเทศน้อย,180หมู่2 บ้านทมป่าข่า ต.ทมนางาม อ.โนนสะอาด จ.อุดรธานี,0636725240,0636725240,,https://goo.gl/maps/qArQ1Dwp9oNrTpbLA,14:31:05,"16.908892, 103.004209",10/20/2025 14:31:05
JK-00174,ไฝวิเศษศิลป์,,0927425931,,,https://maps.app.goo.gl/RC1HUPVcqVZC96pB9,15:28:16,"17.127619, 102.944307",10/20/2025 15:28:16
JK-00175,จิตราอาหารตามสั่ง,สี่แยกบ้านท่ายม,0928353947,,,https://maps.app.goo.gl/Ex46Nsyu4iuL8jf39,16:01:45,"17.139373, 102.787093",10/20/2025 16:01:45
JK-00173,ม.เจริญการค้า,231 หมู่ที่ 3    ตำบลตูมใต้ อำเภอกุมภวาปี จังหวัดอุดรธานี,0898062928,,,https://maps.app.goo.gl/xFBhQtgC9fGJM7Rq6,14:03:23,"17.096948, 102.987880",10/22/2025 14:03:23
JK-00180,ร้าน ธนะเจริญ,245/15 ต.พันดอน อ.กุมภวาปี จ.อุดรธานี,0637343535,,,https://maps.app.goo.gl/ypHoGXeSDCFryMec9,10:35:44,"17.130542, 102.967914",10/27/2025 10:35:44
JK-00185,อ้อยมินิมาร์ท,37 หมู่ที่ 10    ตำบลตาดทอง อำเภอศรีธาตุ จังหวัดอุดรธานี,0843734198,,,https://maps.app.goo.gl/y8KEjA1GxCDqG6Tg9,17:32:23,"17.052345, 103.133157",10/31/2025 17:32:23
JK-00191,ประพันธ์ค้าแก๊ส,245 บ้านโพธิ์ศรีสำราญ ต.โพธิ์ศรีสำราญ อ.โนนสะอาด จ.อุดรธานี 41240,0635895798,,,https://maps.app.goo.gl/TmbDn33j9cAMVcdm6,10:39:30,"16.978829, 102.852327",11/2/2025 10:39:30
JK-00188,ร้าน อาซ้อเล็กชาบู,41/1 ม.3 ถนนชมช่วย ต.กุมภวาปี อ.กุมภวาปี อุดร 41110,0908961624,,,https://maps.app.goo.gl/n3TtE4KL94ALxxW38,16:21:54,"17.102028, 103.011356",11/4/2025 16:21:54
JK-00143,ร้าน แม่นุช บ.หนองอุดม,,0930843765,,,"https://www.google.com/maps/place/17%C2%B007'00.7%22N+102%C2%B057'55.0%22E/@17.1168446,102.9651408,65m/data=!3m1!1e3!4m4!3m3!8m2!3d17.116856!4d102.965269?entry=ttu&g_ep=EgoyMDI1MTEwMi4wIKXMDSoASAFQAw%3D%3D",19:53:33,"17.116874, 102.965275",11/5/2025 19:53:33
OR-00491,โรงเรียนบ้านนาฝาย,223 หมู่2 ต.นาดี อ.หนองแสง จ.อุดรธานี 41340,0801997331,,,https://maps.app.goo.gl/yYLfqXVBTcFJj4LG7,20:38:07,"17.080584, 102.859592",11/6/2025 20:38:07
OR-99999,โรงเรียนทับกุงประชานุกูล,ตำบลทับกุง อำเภอหนองแสง จังหวัดอุดรธานี 41340,0981019141,,,https://maps.app.goo.gl/5oARgshkcb8EHMyU6,20:40:26,"17.172386, 102.770031",11/6/2025 20:40:26
JK-00194,ร้าน ป้าแมว,โนนสะอาด อ.โนนสะอาด จ.อุดรธานี,0934192543,,,https://maps.app.goo.gl/82Gks8vu2HQ8mDyf7,14:20:13,"16.968084, 102.886708",11/8/2025 14:20:13
JK-00197,ร้าน พรรุ่งเรือง,,0833387201,,,https://maps.app.goo.gl/GPCdNAqjuYHHTTUN6,19:02:20,"17.091835, 103.045941",11/9/2025 19:02:20
JK-00200,ป้าแจ๋ว ป้าจุ๋ม บ้านงาน,,0843753889,,,https://maps.app.goo.gl/aHXFPEHLhCSaPLSd6,18:23:03,"17.180135, 102.999664",11/14/2025 18:23:03
JK-00204,ร้าน มาชิลล์ ห้วยเกิ้ง,ป้าค้อ อ.กุมภวาปี จ.อุดรธานี,0613823202,,,https://maps.app.goo.gl/fYegoqgB3z8xmhvN7,17:44:57,"17.060270, 102.921994",11/19/2025 17:44:57
JK-00208,ก๊อต (บ้านงาน),บ้านสงเปลือย ต.เสอเพลอ อ.กุมภวาปี จ.อุดรธานี,0940179076,,,https://maps.app.goo.gl/LyhMPAD7ccyhhsR37,14:27:59,"17.182817, 102.903039",11/21/2025 14:27:59
JK-00156,ร้าน BM&ใยไหม,12 หมู่ที่ 3 บ.โนนทอง ตำบลหนองกุงศรี อำเภอโนนสะอาด จังหวัดอุดรธานี,,,,https://maps.app.goo.gl/ipXCQtXRyr6Pn2BA7,15:10:55,"17.038221, 102.771458",11/21/2025 15:10:55
JK-00186,ร้านชำกันเอง,60/3 ต.สีออ อ.กุมภวาปี จ.อุดรธานี,0652461278,,,https://maps.app.goo.gl/KF12KNhfcxyT7L8k9,18:12:58,"16.998344, 103.053132",11/21/2025 18:12:58
JK-00211,เจ๊เยาว์การค้า,227 หมู่ที่ 9    ตำบลอุ่มจาน อำเภอประจักษ์ศิลปาคม จังหวัดอุดรธานี,0895431395,,,https://maps.app.goo.gl/ndJyJRuBhnq14vrz5,9:01:49,"17.260723, 103.032575",11/25/2025 9:01:49
JK-00195,แม่สุพัตรา,25 หมู่ที่ 1    ตำบลนาดี อำเภอหนองแสง จังหวัดอุดรธานี,0639164860,,,https://maps.app.goo.gl/f7uek7UvQtzGQpEa6,16:50:57,"17.086388, 102.855358",11/28/2025 16:50:57
